id,pmkSong,fnkArtist_id,fldTerms,fldTitle,fldYear
4380,SOUBBVK12A8C1344A6,ARGVBQ31187B9A5F3C,progressive house,Open Up Your Mind (Guido Osorio Club Mix),2002
4381,SOMNEPJ12CF5465172,ARWA8AH1187FB3FC84,dance rock,Ready For The Floor (Radio Edit),2008
4382,SOPXLMX12AB01884D1,AROHUUU1269FB35937,oi,Held Der Tastatur,0
4383,SODHOGM12AB018A4FA,ARTXNYR12802FDE977,horror punk,The Nightmare Begins,2010
4384,SOCOHHK12AC9071950,ARPVRUC1187FB4F1DE,chill-out,Satanic Majesty,0
4385,SOARSSE12A58A7BA9A,AR3MSAN1187B98F06B,dirty south rap,Wailin',1996
4386,SOFICXV12A6D4F84D5,ARNHMFD1187FB3B3F6,hip hop,What You Want,2006
4387,SOZRCYC12AB0188FA8,ARY1K701187B9A43A9,smooth jazz,On The Money,0
4388,SOXPJJT12AB01843F5,ARD7TVE1187B99BFB1,hip hop,PrecAs,2008
4389,SONHGXE12A67ADE77C,ARD5SR21187B9B5F4A,german pop,Terve menoo jA$?tkA$?nretale,1977
4390,SOMHYXD12A8C1354D4,ARKJHKX1187FB5AEE5,zydeco,Trouble (Studio),0
4391,SOFNVDO12AB018735E,ARX5XTP1187FB3D8CC,lovers rock,Ask You for a Dance,0
4392,SOBBWSO12A8C13C787,ARIWQYF11F4C8427FF,latin jazz,Soul makossa,0
4393,SOUFDVM12A8C1441D6,ARRJNTE1187FB44E12,trip hop,Bad People,2008
4394,SOIEMZS12A670216C9,ARZTGQE1187FB461D9,new wave,Roter Rolls Royce,0
4395,SOEGXRQ12A8C141170,AROETEJ122988EFAC7,meditation,Baby Here I Am,0
4396,SOOYURE12AB0186349,AR7CKG21187B9AD40F,doo-wop,When The Moon Comes Up Wild,0
4397,SOBWZPF12A8C1414CC,ARY1P2B1187B9B78F5,lullaby,Adagio (Albinoni),0
4398,SOHMKHQ12A8C139C40,ARLTWXK1187FB5A3F8,instrumental rock,The Lone Prairie,0
4399,SONGCRV12AC468AE46,ARYXELS1187B9A5991,free jazz,Music Is The Healing Force Of The Universe,1969
4400,SOKZSOY12A81C206D5,AR8ZHWS1187B98CED1,post-hardcore,In This Legacy,2006
4401,SOZQDCY12A58A7D5CD,AREWQSE1187B9AEC6C,southern gospel,When We All Get To Heaven,0
4402,SOFTBIU12A8C130B7E,ARUSOMY1187FB4D3B4,oi,Death Of A Nation,2003
4403,SOXVRHB12A8C13F14B,AR1ZKBE1187FB53629,electronic,Titanium (2009 Digital Remaster),0
4404,SOKDLKT12A6D4F9F46,AR93WAA1187FB42116,r&b,Long Way 2 Go (Album Version),2006
4405,SORNKYO12A58A76A1C,AROWQXK1269FB333D9,dubstep,King Bong,0
4406,SOZPJMN12A81C1FA0D,ARYV1OT1187B9B4C8E,country rock,Riot In Cell Block #9,1974
4407,SOKRTKJ12A58A7B5DD,ARD0FN11187B9B25CD,brill building pop,Bullmoose (LP Version),2008
4408,SOBNWKP12AB017D280,ARVDMV71187FB43A8F,orchestra,Amergences: III. Fragments d'A(c)paves,0
4409,SOPVSUN12AC4689EB1,AR0OEYB1187FB4A81E,chill-out,White Winter Hymnal,0
4410,SOPPMRZ12A8C132DAC,ARPFKK81187B99878D,western swing,Start Even,0
4411,SOXRVYA12A8C1425A7,AR0X3JJ1187FB3A9A7,honky tonk,Send Me The Pillow You Dream On,1960
4412,SOZJCYY12A8C13EFC7,ARJDMBO1187B9AD118,roots reggae,We Need Love,1979
4413,SOPQASR12A8C13FF05,ARNUPIM11F4C83BD4D,noise rock,"How To Say ""Rip Them Off""_ Repeat After Me",0
4414,SOWOHFX12A8C138B5D,AR0CDSK1187FB52ED6,western swing,I Hate Christmas,2007
4415,SOCXYGU12A6D4F834D,ARKV9PA1187B9A6963,freakbeat,No Good Without You,2001
4416,SOEWIDM12AB0188F52,ARN8NCB1187FB49652,early music,Fantasia In C Major BWV 570,0
4417,SOEONAT12A8AE48F90,ARJBWQI1187B9B17D1,alternative metal,The Deceived,2004
4418,SOVYHTV12A6D4F8988,ARGBG2T1187B9B1670,pop rap,Notausgang (feat. TimXtreme),0
4419,SOZQDRV12A8C133FB1,AREHK7O1187B9ADDD7,twee pop,Rise & Shine,1994
4420,SOMLRBT12AB0186071,ARVQ4QM1187B98AD95,western swing,Peroxide Blond,0
4421,SOHDSWD12A58A7AB28,ARXYLFK1187B9B494D,ccm,As Long As I Know,0
4422,SOKHRWE12A6D4F6BE7,ARFYUX51187B9A7751,salsa,Cuando Seolvida El Amor,0
4423,SODEIVI12A8C13266D,ARB6OGR1187FB4D43D,shoegaze,You Appearing,2008
4424,SORLKWU12A8C137F18,AR68V7Z1187B9A2FCA,polka,Machopolka,2007
4425,SOPSELZ12AB0189D0E,ARHCERP1187B9912A5,lovers rock,Sitting In The Park (Medley),0
4426,SORZYXM12A6D4F7F55,ARMR44C1187FB433D2,chamber jazz,Horns Of The Bull,1987
4427,SOBTTGX12AB017EEE8,AR0PUK71187B9AC3C0,show tunes,Ride To Atlantis,1977
4428,SOADJND12A8C13BAE1,AR46CAD1187FB4D84B,hardcore punk,The Lie,2002
4429,SOGBQDZ12A8C135533,ARN7POH1187B9B301E,teen pop,Take My Breath Away,2004
4430,SODYWNH12A6D4F7B58,ARIILLG1187FB5CC81,progressive metal,Party In The Stomach (LP Version),2002
4431,SOMSQTD12A8C136ADC,ARS26BQ1187B99466D,cumbia,Lluvia De Acido,0
4432,SOQGWOP12AB0181DB9,ARFK98R1187B9B0552,power pop,She's So Young,1988
4433,SOKHBNW12A8AE48A58,AR3QRJ91187B98E4C2,chanson,L'Homme De Paille,1989
4434,SOAGYDL12AB0183518,ARE9J081187FB4E58B,illbient,Expire,0
4435,SOBREKP12AB017DD9B,ARC7C241187B990F7F,christian metal,End Of The Age,2008
4436,SOIGXSS12AB018850D,ARND48J1187B990A0B,blues-rock,Talk To Me,1998
4437,SOGQVBK12A8C13D09F,ARAUQAL1187FB5B374,ccm,Not Forgotten,0
4438,SOATIOJ12A8C14469B,ARQF6NE1187FB55EF7,irish folk,Sliabh Geal gCua,0
4439,SOXDCGA12A8C141720,ARYOJU01187FB3BC44,hardstyle,Time Flies,2007
4440,SONFKHD12A6D4F8ED6,AR4PQ891187FB5CA9F,brill building pop,Don't Let My Teardrops Bother You (Album Version),0
4441,SOCYGKJ12A6D4F719F,AR7Y6JX1187FB4D9B3,hardcore punk,At The Movies (Live),0
4442,SOVXUBX12A58A782FD,ARQDWBG1187B9891D7,industrial rock,Send Me An Angel,2001
4443,SOZQHDM12A67020FA7,ARN5NHX1187FB4F755,alternative rock,Rotten Apples,1995
4444,SOATEEN12A67020394,ARXWAQQ1187B9AE954,hip hop,Muh- F***a,2001
4445,SOCYVBL12A6D4FD36C,ARW3V6T1187B9ACAC4,chanson,Regarde Un Peu La France,1995
4446,SOQVLOK12AB017E8BC,AR7CCCC1187FB578FF,country rock,Blue Blue Day,1987
4447,SOUDGKB12A8C13EDA8,ARGGEGH11F4C83C076,cantonese pop,Yi Xing,0
4448,SOVVINA12A6D4FA730,ARVI9KK1187B9AACB4,eurodance,Groovin',2003
4449,SOMWELJ12AB0184C6D,AREBWEH1187B99EA9A,illbient,Witchcraft,1990
4450,SOLWVEA12A8C143C45,ARIGR2O1187FB5036E,rock,Again And Again,0
4451,SOTEWEI12AB017FC0C,ARH3TXI1187FB3A486,ccm,How Deep The Father's Love For Us,0
4452,SOBUFKH12A8C13BE9F,ARD3ICK1187B9A56C9,roots reggae,Prophecy,0
4453,SOHWGUM12AB0186B87,AR7LN7G1187FB395BB,congo,Masuwa,0
4454,SORGJJW12A8C134D65,AR5IHI31187B998618,europop,TombA(c) Pour Elle (L'Ale Aux Oiseaux),0
4455,SOXQVZC12A8C13C5D9,AR52EZT1187B9900BF,neo soul,If I Was Your Woman,2005
4456,SOOZYMQ12AB018E589,AR8BMEQ1187B9B4214,happy hardcore,The Sector of Foliage,0
4457,SOEBGQK12AB01879F4,AR107SB1187B9A79F9,chanson,Frou-frou,0
4458,SOZAQVA12AB0183627,AR3GYKU1187B996AB9,ragtime,Eight More Miles To Louisville,0
4459,SOQSIIB12A6D4FBEFA,ARZYPLF1187FB45B9B,power pop,Jump In My Bed,2007
4460,SODMNJR12AB0183BC5,ART6QCS1187FB40CBD,cumbia,Pastas Y Vino,1989
4461,SOZTULX12A6701E7EF,ARKSZW81187B9B695D,dance pop,Clown,2002
4462,SOXAATM12A58A7ABA8,AR1XE381187FB4C685,blues-rock,All I Can Do,2005
4463,SOTIDVB12A58A7E5C7,ARV8T9T1187B99F3F4,progressive metal,Privilege of Evil (From the Privilege of Evil EP),0
4464,SOZXHBQ12AB0186626,ARZIXB81187B98FCEC,jangle pop,Women,1981
4465,SOEGYJV12A8AE47396,ARIRD6J1187FB5A98C,roots reggae,Jah Jah Children,1977
4466,SOZGQLE12AB018672C,AR040QX1187FB4CFE1,post-hardcore,Mailbox Arson,2005
4467,SOMMFDF12A58A7DB85,ARBZAIL1187FB5B1C8,blues-rock,Lost Again,0
4468,SOGYGFM12A58A77D96,ARP39OU1187FB4D543,roots reggae,Your Recipe,0
4469,SOLASJA12AB01896B8,ARBHBE91187B9A1F58,blues-rock,One Person At A Time,2006
4470,SOFZBJR12A8C13C45D,ARI2G3D1187B98D8A0,new wave,Break That Ice,0
4471,SOZOKIL12A6701EE9B,ARIJE101187FB45E88,blues-rock,Take My Hand,2004
4472,SOYUJBX12A81C23080,ARIUQZL1187FB4303B,humppa,Siks oon mA$? suruinen,0
4473,SOHHDMY12A8C136E9A,ARJIE2Y1187B994AB7,chanson,Vous Qui Passez Sans Me Voir,0
4474,SOUHAOJ12AB0187C31,ARN8NCB1187FB49652,early music,Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (RemasterisA(c) En 2010),0
4475,SOFVRHN12A8C134119,ARCCBWR122BCFCBB85,nu jazz,Highest State of Consciousness,0
4476,SOLMEXI12A8C140CF9,AR4Y1BM1187B99A1EF,roots reggae,Don't Take Your Spirit Away,2008
4477,SOCYTLD12CF546325E,AR7C6G11187B9B4C1E,dance pop,We Gotta Talk,2001
4478,SOEHBWL12A6D4F95D1,ARPCDZM1187B996876,ballad,Todo Tiene Su Fin,0
4479,SOAWVZG12A8C1443A5,ARVLIVA1187B991590,brazilian pop music,Proibida Pra Mim (Grazon),2000
4480,SOSNABG12A6D4F7521,ARNNHLN1187FB42912,brutal death metal,Amigo (Con el Coro de Infantes de la Basilica de Guadalupe),0
4481,SOLIGUP12AC9073063,AROU5DG1187FB562B5,progressive house,Chime,2008
4482,SOIZNGJ12AC4689C61,ARROTQN1187B98FAF0,gaita,Bag A! l'ame,0
4483,SOEVOMG12AC4688558,AR78ZID1187B9B31ED,roots reggae,Livin in the Jungle,0
4484,SORYPZH12AB0186EDE,AR7TB3P1187B98E2AE,hip hop,Givin' It Back,0
4485,SOMYRRN12A3F1EA18C,ARQKBSH1187B9B4B99,illbient,Chiaroscuro,0
4486,SOWIHGX12AB017D6EA,ARKNICM1187B9B9CE5,irish folk,BodhrA!n Solo,0
4487,SOEURME12AC3DF81F5,ARZIKR01187B98DF08,heartland rock,Cracking Under Pressure 83,0
4488,SOELHME12A8C145C19,ARZCNRW11F50C4A630,blues-rock,Split Part One,0
4489,SOISFRK12A6D4F573D,AR2FAMK1187FB4CF60,post-hardcore,Affliction,2006
4490,SOJDOWV12A58A77C06,ARMYKRB1187B98CFF0,post-grunge,Jenny Says,0
4491,SOYECRB12A6D4F4BE0,ARWJHW61187B98FA8E,soukous,Bakwetu,1998
4492,SORMORE12A8C133DCA,AR695PK1187B996E35,blues-rock,Sunshine (Album Version),0
4493,SOVGAZH12A8C140274,ARX9YIP1187B98A656,hip hop,Miss Elaine,1988
4494,SOLPAYF12A58A7F024,AR198711187B9AD09F,pop rock,A Song For You (Live),0
4495,SOCHDNX12A67ADA90D,ARS2W231187B99EDEC,pop rap,What You Want [feat. Total] (Album Version),0
4496,SOKYVJB12A8C13E23C,ARKL75U1187FB5B8B6,roots rock,You Don't Get Much,1989
4497,SOAVGKZ12A81C1FD16,ARLAWDD1187FB48367,vallenato,Decimas,0
4498,SOTELUQ12A6D4F7CFD,ARDSWIE1187FB39056,jazz rap,Mostly Tha Voice (Explicit),1994
4499,SOGPMDO12A58A7E070,AREWQSE1187B9AEC6C,southern gospel,Leave You In The Hands,0
4500,SOLWMEJ12AC961829F,ARZIHDF11F4C847D1C,slow core,Frigide,0
4501,SOPMGXS12A8C133199,AR86QIW1187B9AD8F0,southern gospel,Beams Of Heaven,0
4502,SOCJHKC12AB0188F03,ARPHH7Z1187B9B6A3A,soukous,On and on,0
4503,SOAOOXO12AF72A787F,AR6XPWV1187B9ADAEB,grunge,Still,2005
4504,SOINKBE12AB018770B,ARTWPGO1187FB52DC3,dancehall,informa,0
4505,SOBUSAT12AAF3B3A7A,ARIGKCK1187FB5C99B,texas blues,Everyday I Have The Blues,1999
4506,SODRPTB12A8C144BB7,ARI2G3D1187B98D8A0,new wave,FA1/4r mich soll's rote Rosen regnen,1993
4507,SOZVTZB12A58A7AEE4,AR3PDNJ1187B9AF3F0,gabba,American Dream,1988
4508,SOQSXAT12A6D4F5760,ARIQZ2V1187B98E546,progressive house,S.O.S.,0
4509,SOHCWLZ12AB018781C,AR8ZCNI1187B9A069B,new wave,A Boy Who Can't Talk Part 2,1984
4510,SOYWRWP12AB01845EE,ARBEBBY1187B9B43DB,heartland rock,Christmas All Over Again,0
4511,SOULUPQ12A67ADF8BC,ARQJBXN1187B9B11D9,post-grunge,Planet E.,0
4512,SOCTUNO12A8C14050A,ARXDQJB1187FB57154,progressive house,I Want More - Part 1,0
4513,SOGBVCL12AB0187F83,AR18AJW1187FB3F9FA,chinese music,I Am Here,2009
4514,SODRNQF12AB0182322,ARJ9DSA1187B990E00,blues-rock,I'm Your Witchdoctor,1988
4515,SOIQQYQ12A6D4F4AB7,ARJB9TE1187FB3A9F8,protopunk,Out Demons Out (Live) (2004 Digital Remaster),0
4516,SOQEBKX12A8C140A0F,ARDGB6U1187FB3AD07,dance rock,Better To Have Lost In Love (Than Never To Have Loved),0
4517,SOKALAO12AB017F5B3,ARR9XGB1187B9912E6,new jack swing,Motownphilly,1991
4518,SOXGZAI12A6D4F4199,ARBJI5N1187FB400D0,soft rock,Tomorrow,1990
4519,SORWPOH12A6D4FBC6C,ARECPYG11C8A42B5BF,kraut rock,Tokyo,0
4520,SOFDOQF12A67ADD049,ARYC2P31187B9B9AB7,rumba,Un Pensamiento,1991
4521,SONZLMF12A58A7A6E2,ARZ78EG1187FB4638E,grindcore,Abused And Unloved,0
4522,SOIRJHK12A67020A7B,AR8ACFK1187B9B4063,piano blues,One Scotch_ One Bourbon_ One Beer,0
4523,SOPUPKV12A6D4FD6FD,AR9HABI1187FB3ACAA,country gospel,Choc'late Ice Cream Cone,0
4524,SOWEVZH12CF54662C8,ART5MUE1187B98C961,speed metal,Metal Militia,1982
4525,SOGPTDY12AB01890BE,ARE17W51187FB5381B,progressive house,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),0
4526,SOZXRRC12AB017D5C4,ARUG0QH1187B99613A,new beat,Awake II,0
4527,SOHYDPA12B0B80B77C,ARLHO5Z1187FB4C861,hip hop,Eugene's Lament,1994
4528,SOSRWWL12A6D4FBBB6,ARLR9U31187B9A71AD,experimental rock,Lost In The Future (False Start -#1),0
4529,SOKAQXL12AB0183208,ARQ0JU31187B99B2B5,future jazz,Mihodina ny tany,0
4530,SOYRTWG12A8C142BC1,ARTBFV61187FB3C250,country rock,The Woman I Need (Honky Tonk Mind),2000
4531,SOYXIXE12AB018388E,ARV88461187FB427C5,country,Goodtime Charlie's Got The Blues,0
4532,SORAUDM12AB0181656,ARRT66G1187FB3DDF9,texas blues,Key To The Highway,1971
4533,SOWVZEP12A6D4F7441,AR0V0SR1187B99DDB4,bhangra,Balle Balle,0
4534,SOZZEXN12AB0184E54,ARJJYQS1187B996882,hard trance,Passage To Melilla,2005
4535,SOAXYAX12A6D4FE44D,ARMOHN71187FB3959F,post-hardcore,Blood Children (an Introduction) (Album Version),2004
4536,SOKFHZG12AB0183FE5,ARH312K1187FB3F1D4,hip hop,Plejersko ponasanje,0
4537,SOIFUXC12AB0182A9B,ARQHJLT11F50C4C101,funk rock,Never Be (Bonus Track),0
4538,SOYYSKP12A67021A9E,AR21YNH1187FB49649,grime,Natural High (Interlude),2002
4539,SOVDYQP12AB01824EC,AR11YQ81187FB3C654,bluegrass,Hole In My Head,1999
4540,SOJBPQJ12A8AE4738C,AR3DCWS1187B9A4416,progressive rock,Georgia,0
4541,SOHMNPP12A58A7AE4B,ARKZ13R1187FB54FEE,americana,What It Ain't,0
4542,SOTINEI12A6D4FB826,AR9E0A21187B989609,downtempo,Fire Alarm,0
4543,SOFUODO12A8C1403E6,AR243ZT1187B9A98D2,piano blues,Someday Baby,1995
4544,SOVQOXC12CF546326C,ARS86AJ1187B9B4225,blues-rock,Get It While You Can,1971
4545,SOWEHVB12A6D4F8F0B,AR8CT8U1187FB4D803,folk rock,Spiritual Passion (aka Dubious),2007
4546,SONSRKM12AB018E7DA,ARD8JVH1187FB4DA04,blues-rock,Simple Man,1976
4547,SOQJYCE12A6D4F4844,ARMPRI31187FB4F7D9,progressive rock,Other Side Of Antarctica,1983
4548,SOQVPTA12A8C13F598,ARNVM131187B990D2B,experimental pop,You Devil You,2002
4549,SODCVNW12AB0183A41,ARXDDH31187FB3DF1C,louisiana blues,It Aint No Good To be Good ,0
4550,SOXJKNO12A81C1FE08,ARXX9J41187B9AE4D0,heavy metal,Shrine (Reissue) (Album Version),0
4551,SOCGXWX12A6D4F98AA,AR1CD5Z1187B98F2C2,free jazz,Message To A Friend,0
4552,SOYGQGQ12AB0180EAC,ARQFKVO1187B9B1777,shock rock,Too Much Stuff,2001
4553,SONCWSL12A6D4F419D,ARBJI5N1187FB400D0,soft rock,Let's Lock The Door (And Throw Away The Key),1990
4554,SOYWXNN12AB018AC20,AR0SZW11187B98C5E5,deep house,Floating (Edit),0
4555,SOBCLGN12A6D4F6FF5,AR6D5OM1187B993D9E,straight edge,You're My Girl (LP Version),2002
4556,SOZGUEI12A8C139953,ARG9E8O1187B99AB4F,hardcore punk,A Devil's Ransom (Album Version),2008
4557,SOAWTJD12A6D4F4BB4,ARAFRFP1187FB4230B,neofolk,Breathe Easy,2005
4558,SOCRYER12A6701CD40,AR0CANF1187B9AF35F,turnablism,World On Wheels,2004
4559,SOYQHTY12AC95F048D,AR64H7U1187B990997,neue deutsche welle,Erinnerung an die Meseta,0
4560,SOJSJTR12AB0188131,ARPBNLO1187FB3D52F,cabaret,Stay Down Here Where You Belong,1968
4561,SOQQUFP12AB0189123,ARAHILU122988FD7D1,progressive rock,Hoop of Flame (III. Between Two Worlds),0
4562,SOPOKGS12AB01823C0,ARGSOPB1241B9CBB58,lullaby,Turn Me Around,0
4563,SOPTWAH12AB017F9CE,ARQ0JU31187B99B2B5,future jazz,Mahafinaritra,2005
4564,SOBFXZB12A8C1357BB,AR21K7Q1187FB3D248,dirty rap,Dawg Call (Acappella),0
4565,SOEZPZF12AC468E07F,ARLKMZE1269FB37388,hip pop,Try to live,0
4566,SODMROH12A8C13677E,ARFFDZU1187FB50682,country rock,Full House,2006
4567,SOQMDJS12A8C138341,AR0IVSA1187FB4F069,rapcore,Tic,1994
4568,SOQJIWF12A8C13D2F0,ARRHVGT1187B98D603,hip hop,Zap Zap,2000
4569,SONQAVF12A6D4F5FE3,AR21JV01187B999138,hard house,Morning Has Broken,0
4570,SOLTIOJ12AB01805AE,AR6FCPE1187B992B06,new wave,Rendezvous - Ich hab' Dich seit langem nicht gesehen,1990
4571,SOMLMRZ12AB017D510,ARODOO01187FB44F4A,early music,The Beautiful Shepherdess of Arcadia,1996
4572,SOKIHTB12A8C1397CF,AR6XPWV1187B9ADAEB,grunge,Overdrive,2002
4573,SOEHQMQ12AB01806CC,AR3N2H11187B98AFBA,brazilian jazz,Visitando ZabelAa,0
4574,SOJYUSL12AB0182C3C,AR1VB2W1187B9901C5,blues-rock,She Made My Blood Run Cold,0
4575,SOJQYMQ12AB0188A0D,ARIF6IS1187B98FDEB,folk metal,Here I Am King,1995
4576,SOOXGZG12AB0181F07,ARI648V1187B9B5379,heartland rock,Chemistry,1981
4577,SOEMNZS12AC4686BF8,ARXZP9T1187FB4565D,disco,Jig: A Chailleach_ do Mharais MA(c),0
4578,SOMRYZP12AB01819CA,AR8ZCNI1187B9A069B,new wave,Join The Parade (Album Version),0
4579,SOKWKUQ12AB01868D8,ARZ507V1187FB4425E,arabesque,Albi Eshiha,0
4580,SOLFNXJ12A58A79CD9,ARQHLIO1187B98AA6A,tejano,Si Tu Regresas,0
4581,SOYTVXY12AB0181ED0,ARXCUQE1187B9ADD91,western swing,Slow Poke,1989
4582,SOYRDKV12A8C14211E,ARA7YDA1187B9A5776,country rock,A Poor Man's Roses,1961
4583,SOQQIIL12AB017B6C2,AREQFCA1187B991F36,deep house,I Still Want Your Love (Extended Mix),0
4584,SOESZYV12A6D4F8299,AREGV3K1187B9AF614,heavy metal,Hell On High Heels,2000
4585,SOFQLHB12A58A77520,ARLLANI1187FB5116F,hip house,You Got Soul Loop (104bpm),0
4586,SOMTHWO12A58A78109,ARPMJGA11F4C83BDFE,patriotic,America The Beautiful,0
4587,SOYXXDD12AB0182A10,AR80RBU1187FB3757D,space age pop,My Buddy,2005
4588,SOAZEHG12AB017F482,ARWENXU12454A2DE56,dance pop,Sunny Day,0
4589,SOHGCRX12AB0186D9B,ARA3XRR1187B9984EF,gothic rock,Karma Violins,0
4590,SOXJJSN12AB018746F,ARXJSHW1187B9A2A52,latin jazz,Lluvias De Cristal,0
4591,SOFPCDE12A67ADF4F5,ARD5SR21187B9B5F4A,german pop,Raha ratkaisee,1966
4592,SOBOVLS12A58A794F3,ARQOATR1187B9AE959,alternative metal,Standing In The Shower... Thinking ( LP Version ),1988
4593,SOCTDQP12AB018C367,ARJO8W91187B9AB734,roots reggae,Song,0
4594,SOCUAPA12A8C13FE6B,ARUK0W21187B995456,flamenco,13 De Mayo,0
4595,SOTLJGY12AB0188E32,ARVBP9K1187FB48254,southern rock,Dead Wrong,2010
4596,SOTXDHW12AB017DDDB,AR19JS91187B98CB66,dance pop,All I Want,1993
4597,SOSAQJT12A6D4F69EC,ARHK7A51187FB411D8,western swing,I Never Picked Cotton,0
4598,SOLMECR12AB018B776,AREZWC61187FB52DCF,reggae,I See God,0
4599,SOYWNKL12A58A7A694,ARBXODO1241B9C6C6F,nu jazz,Strange meeting,0
4600,SOITUZS12A8C13A99C,ARDINVM1187B98A6C1,chanson,Je N'ai Plus Rien A Te Donner,0
4601,SOOERNA12A8C136691,ARZENOX1187B98A645,rock,Comfortable,0
4602,SOYHHDK12AB0188098,ARZJKZR1187FB3EFC2,texas blues,Hound Dog,1953
4603,SOTZRZI12AB0188F32,AR059HI1187B9A14D7,country rock,Worried Mind,0
4604,SOMTYGS12AB017F66E,ARKPDFV1187B99804D,classic country,Love Me,1973
4605,SOVYHHG12A8C1399B3,ARY1P2B1187B9B78F5,lullaby,Stuck In A Moment You can't Get Out Of,2003
4606,SOZXGZD12A6D4F964A,ARIT9Y51187FB364AE,irish folk,Up Among The Heather,0
4607,SONZANZ12A8C136AC8,AR051KA1187B98B2FF,hip hop,Have fi pray,0
4608,SOBHMPJ12AB01899FE,AR1PCLK1187FB5BBFF,chill-out,Vera Begs Dylan,0
4609,SOEEBCV12A6D4F76A2,AR93D4D1187FB3ACAD,blues-rock,Losers,1983
4610,SODTNTM12A6D4F98CB,ARPPURC1187B990FB7,orchestra,Games People Play,0
4611,SOGNSLP12A6D4FD729,AR2VLIP1187B99F897,death core,The True Beast,2006
4612,SONNTQH12AB018C2D8,AROZNFA1187B99D367,progressive house,Warung Beach,0
4613,SOKSXUB12A6D4F80DB,ARCCRTI11F4C845308,ccm,Answer The Call (Powerhouse Album Version),0
4614,SOMYGJH12A8C14114C,ARP32X81187B99EBF5,gospel,Wonderful One,0
4615,SOBLMKC12AB018974F,AR5UVIM1187B98A8B9,grime,Fly Away From Here (Graduation Day) (Album Version),0
4616,SOYOFWM12AB018DD7D,ARWBAI21187B991E2E,rockabilly,A Bundle Of Dreams,0
4617,SOGIRYF12A670215E3,AROOKC21187B9AE85C,singer-songwriter,Don't Ever (Album Version),0
4618,SOZZFVR12AB0188142,AR02KZG1187FB3B3B4,future jazz,Amoria,2003
4619,SORTNQL12AB018B103,ARW1WST1187FB384DA,parody,Aattelepa ite,2004
4620,SOBPKPM12AB017FD64,ARTDUXM1187B9899ED,delta blues,34 Blues,1934
4621,SOOIHII12A8C13D898,ARPVGYY1269FCD5E98,rumba,De la mano de un chulo,0
4622,SOBIETA12A8C1414AB,ARKETDZ1187B9B2566,chanson,Laziest Gal In Town,1991
4623,SOWKWKH12A8C13C972,ARE6ZTY1187FB5007F,salsa,Tu Me Desesperas,1977
4624,SOYQZUC12AB01839DC,AR0GGKI1187FB391D5,frevo,Lombrigas e os vermes,0
4625,SOUFXRV12AB01815C3,ARL3VGT1187FB40E8E,ska,Manuel SantillA!n_ El LeA3n (VersiA3n Reggae),1993
4626,SOWONPQ12A8BED02A8,ARCGJ6U1187FB4D01F,hip hop,Don't Matter,2006
4627,SOOHHWU12A8C13EAF1,ARPZXOL11F50C4F5DB,rap,Valentine's Day,0
4628,SOPRYHK12A8AE47858,ARM0P6Z1187FB4D466,garage rock,Bad Woman,2007
4629,SONYTWI12A8135773F,ARN3O411187FB4D859,free improvisation,part 2 - Winterlight,2006
4630,SOGHYGL12A8C134B40,ARAOBIZ1187FB38574,blues-rock,Be Careful With A Fool,1969
4631,SORHXRB12AB017A14B,ARK3IS51187B99B51C,chanson francaise,MA(c)lusine,0
4632,SOXRBMB12A6D4F499C,ARI4NXX1187FB59DF2,hip house,The Plan (The Plan Album Version),0
4633,SOKSRNK12A8C133138,ARJ7NR71187FB437B7,country blues,It Seems Like A Dream,0
4634,SOVXWKR12AB018B22A,ARHKW8K1187FB4C9A2,hardstyle,Break,0
4635,SOKKIPX12AB018E692,AR16NGV1187FB5B8BC,post-hardcore,Posledny Buntar`,0
4636,SONAEJC12A8AE45BB4,AR0KBXO1187B996460,rap metal,Gently (Album Version),0
4637,SOOGUFF12A8C142BC7,ARB0T441187FB3B064,free jazz,Monk In Wonderland (2008 Digital Remaster) (Rudy Van Gelder Edition),0
4638,SOMDTRS12A8AE46E50,ARWPYQI1187FB4D55A,dance pop,Nature Boy,2005
4639,SOMCBPS12A8BED74BF,ARCII0J1187FB3A1B4,vaudeville,End Title/Animal Crackers,0
4640,SOXKUPF12A8C13FA8B,ARPJNT81187B98AD36,country blues,Alligator Blues,0
4641,SOGPIPI12A8C135F47,ARJIE2Y1187B994AB7,chanson,Two Sweety People,0
4642,SOFUNPN12A8C13B387,ARD5K161187B9AC784,techno,I Don't Know You People,1999
4643,SOSAZTX12A67ADBEE0,ARML3X41187FB35F2E,alternative rock,Song For A Friend (Live From Montalvo),2007
4644,SOSWHER12A81C21BFF,ARQQARA1187FB3F2AB,free jazz,Organic Echo (Part II),0
4645,SOUZQFG12AB017F6B1,ARAMIDF1187FB3D8D4,pop rock,No Hace Falta Que Lo Digas,1984
4646,SOSSNMA12A81C228AB,AREC9D21187FB3A3D5,viking metal,Guardians Of The Forest,2007
4647,SOPRODS12AB0187E92,ARGYPFI1187FB3D997,pop rock,Ayer,0
4648,SOKCNFA12AF72A0ED3,ARPKK761187FB4D53C,pop punk,I Won't Spend Another Night Alone,1999
4649,SOFPLUG12A8C136CA4,ARVZDOM1187B9B49C9,soft rock,Don't Sit Under The Apple Tree,1994
