index,pmkRelease,fldName,fnkArtist,fnkSong
3829,822236,Time To Believe,ARC2HVM1187B98CE05,SOEKGVX12AC39275FD
3830,555120,Don't Panic,ARJ7KF01187B98D717,SOUCKDH12A8C138FF5
3831,174698,Josh White Vol. 3 1935-1940,ARQMYTM1187FB4678C,SOCKHZY12A8C142F79
3832,432366,Blue Wave/Dreams Are Real,ARTWYHK1187FB568B8,SOCYSYD12AAF3B2F7B
3833,16369,A Beautiful Lie,ARRBF3M1187FB4D59F,SONIIAC12A67AD84E5
3834,658758,Eliete Cardoso (CancA!o Do Amor Demais),ARKFSDP119B8668F25,SONKSSI12AB0188CB2
3835,283993,No Control,ARWZSFC1187FB567BF,SOTFKBC12A8C13189D
3836,782426,Tribute To Arsenio Rodriguez,ARKYRYH11F4C84282E,SOIHCDS12AC4687731
3837,569858,The BBC Sessions,AR8BUVM1187FB4D94D,SOBWVGX12AB017BD87
3838,181407,Stax-Volt Chartbusters Vol.6,AR7AOEJ1187FB3D279,SOQHNAC12A81C22229
3839,249287,Deja-Blues,AROC6N61187FB40B14,SOCIVUH12A8C138A99
3840,20032,Vheissu,ARIMZQZ1187B9AD541,SOMHGMP12A6D4F5904
3841,128135,18 CANDLES: THE EARLY YEARS,AR10USD1187B99F3F1,SOPLIYZ12A6D4FBB08
3842,153947,Hurricane Bar,ARR6MOS1187B994C51,SOJSGWO12AF72A2C49
3843,594473,The Russell Family of Doolin_ Co. Clare,AR3O3TX1187FB48B19,SOZICVP12AC3DF5451
3844,399217,Shakira MTV Unplugged,AR6PJ8R1187FB5AD70,SONMMXM12CF530E58E
3845,771701,Rookie Of The Year (Collector's Edition),ARICCN811C8A41750F,SOLWSUT12AB0188BE5
3846,570420,Viva Soul,AR97HAK1187B99C7D2,SOZLBPC12AB0183CEF
3847,31744,Louder Now,ARG9CID1187B9AB010,SOBJCMO12A6D4F756F
3848,278800,Sandinista!,AR13CXU1187B9AD30A,SOCUBIC12A8AE45AF0
3849,399641,It's Like This - The Best Of,ARX9YIP1187B98A656,SOIKYJF12A8C138BB7
3850,811461,Grounation,ARJO8W91187B9AB734,SOERSNE12AB018DCF3
3851,527141,The Baroque Beatles,AR76YOD1187FB46B24,SONBWUH12A8C1421BB
3852,275330,Encounter,ARNARI81187FB3C9A7,SOPQQMH12A81C2177E
3853,143958,The Kingdom,AR2H1J41187FB5C640,SOEJUVY12A8C135C4A
3854,219898,Stop & Listen,ARIUOLE11F4C83C703,SOGXQWP12A58A7D7C8
3855,116947,Zos Kia Cultus,AR1OBRC1187FB59AD4,SOSVBAP12A58A7ABC2
3856,218508,25 Years/25 Songs,AR82GTS1187FB5662F,SONLXKV12A8C13CD49
3857,740437,Night Owl,ARNCOPS1187FB5A086,SOILAJR12AC3DFB3BA
3858,283805,Big Wide Grin,ARO0QD41187FB3AB0A,SORBWQW12A8C130C25
3859,224632,Mart'nA!lia em Berlim ao vivo,ARIYZFT1187FB5393E,SOMIVSA12A8C1419AA
3860,591018,Team Leader,ARYF20K1187B9B76BD,SONKRUI12AF72A1956
3861,739767,Manifesto,ARVMGEJ1187B98E672,SOQPFPI12AF72AC7F4
3862,168502,Watermelon Man,ARLWEID1187B98DE3C,SOSRXYE12A8C13E41A
3863,627341,Bitesize - Electro Beats,AR3NPVS1187FB5108F,SOFDJER12A6D4FD361
3864,27646,Girl Bites Dog_ Your Compact Disc Pet,AR4R0741187FB39AF2,SOAXRPH12A6D4F802D
3865,280475,Les Fleurs Du Bien,AR5IHI31187B998618,SOCLLWU12A8AE47C66
3866,338510,KPS,ARYAYLS1241B9C5ED0,SOXNMRG12AB0183958
3867,435561,Live 12 May 1957,ARI0AB01187B9B7D94,SONLFOB12AB017C555
3868,47538,...Somewhere More Familiar,AREPD8D1187FB3F5BC,SOOJCHC12A6D4F81E1
3869,807242,Blue Side Of Lonesome,ARVMOTP1187B99720F,SOQTFZH12AB0188264
3870,130585,Calling The World,ARZYPLF1187FB45B9B,SOKJZRV12A6D4FBEF7
3871,65640,Ridin' High,ARRIIUT12131B4B784,SOKVJQB12A6D4FD0CE
3872,533692,Olivier Messiaen: Les Corps Glorieux - Le Banquet cA(c)leste - Apparition de l'Eglise A(c)ternelle,AR342K51187B98B571,SOSXIUD12AB017FBB6
3873,128106,The Curse,ARMOHN71187FB3959F,SOZNESJ12A6D4FD187
3874,88747,Happy Again,ARQQCFZ11F4C84217F,SOHSQVS12A8C1369F2
3875,8801,Bedtime Stories,ARBEOHF1187B9B044D,SOCYUZL12A6701FA23
3876,148124,Sparrow Double Play,AR9AN471187B99E0DA,SOWHFID12A8C133F6B
3877,181787,Plaything,AROLZEM1187B9A805E,SOPYTTP12A81C22D88
3878,322647,Joy To The World,ARVNGA71187FB3C107,SOBVERW12AAF3B56C0
3879,507008,Hogback Mountain Sessions - Vol. 1,ARP4QQS1187B998E46,SOHZUGI12AB0188802
3880,347282,Got Live if you want it!,ARFCUN31187B9AD578,SOIJYGX12AB0185610
3881,550937,Wound Creations,ARDDWUI1187FB379F7,SOAEHWD12A58A7E36C
3882,572305,Harbor Lights & Other Favorites (Digitally Remastered),ARGP3GD1187B999801,SODHTHF12AB0184F53
3883,326817,How Ya Like Me Now,ARH0Z131187B9B69E9,SOAKFMO12AB017DE84
3884,690713,Hate Songs in E Minor,AR05VW21187FB407B4,SOWIEEH12AC468C6C1
3885,810160,Tha Remixes Vol. 3,ARGBGC71187FB3DD0B,SOGEIFG12AB018E42D
3886,155097,Vafalungo,AR0693R1187FB59D32,SOKWAIM12A8C137350
3887,382330,Fearless,ARS54I31187FB46721,SOTNWCI12AAF3B2028
3888,575124,Till,ARTE3P61187B9A709D,SOKWEYI12AB018B712
3889,692284,Le PrA(c)sent,ARABS971187B9A8509,SOQOSFA12AC960D97D
3890,498256,Wonderful Town,ARWVMJA1187B98AA6E,SOLEIOS12AB018372B
3891,111300,The Paul Butterfield Blues Band Live,ARHWVGW1187FB41479,SOIDKSM12A8C13C275
3892,235960,Angels Of The Heart,ARFEV5S1187B99F2EA,SONCRFH12A8AE495EF
3893,609844,How Can it Be Told,ARGP3GD1187B999801,SOMMAMA12A8C13F9E7
3894,297992,Revenge,ARMI8BW1187FB57B2E,SOUTCRW12A8C13D937
3895,573734,Glen Washington & Friends,ARHCERP1187B9912A5,SOJOGRW12AB0183B0C
3896,514801,Canciones De Amor De Miguel Gallardo,ARXFQDY1187B9AAF1E,SOHCGGR12A58A78585
3897,539483,Sings Cole Porter,AR4PQ891187FB5CA9F,SOIASMV12AB0182DC0
3898,262311,All God's Children,AREWQSE1187B9AEC6C,SODJKTV12A8C137456
3899,809840,The Ultimate Reggae Dancehall X-Perience 2008,ARL5BEN1187B98E4D9,SOJVPKL12AB018E875
3900,606388,New Moon,AR557N41187FB3E67F,SOPNFYY12AB01828D4
3901,43558,Janet,ART4QZC1187FB51612,SOFHYZU12CF530E59B
3902,282150,Boo-Tay,ARRA2F91187B9B4061,SOMNCXX12A8C130C46
3903,53673,Joao,AR3THYK1187B999F1F,SOHBPQS12A58A7A631
3904,552624,Scars,ARFSPOV1187B9B2363,SOYXOJV12AB017FC27
3905,213985,Wishmaster,AR74Q3R1187B9B24C3,SOHMBBX12A58A7926C
3906,283677,The Clarke/Duke Project,AR57MOK1187FB3C8C7,SOJCZRX12A8C1342A8
3907,169203,Creepshow Remixes,ARTC5DW1187B98FCF2,SOOYFUC12A8C13F122
3908,279664,IntA(c)grale 81-91,AR7GOK91187FB455F5,SOEZHBW12A8AE45C83
3909,372530,In The Mood,ARSTA431187B9A3599,SODTWEQ12A8C140FDB
3910,19113,There You'll Be,ARVNGA71187FB3C107,SOYEPDE12A67ADCF1B
3911,293908,Estopa,ARZ4Y2H1187FB3C36F,SOUWQYP12A8C1373F2
3912,88553,Recital,ARZEA421187FB5B5BA,SOETWIB12A58A7A90D
3913,378998,Award-Winning Movie Themes : The 50's,ARYKFVV1187FB3CA6B,SOMKNJK12A8C145989
3914,36072,Zenyatta Mondatta,ARIPLUN1187B99B9F9,SOIAUJN12A6D4F79BE
3915,71800,Kalanta,ARNQAVF11F4C844C04,SOEOUCQ12A6BD4F935
3916,178550,What Exit,ARQTSDN1187FB41222,SOVJFWT12A6D4FA5D4
3917,174759,Creator Of The Memphis Blues,ARSX3I61187B98FAC7,SOAFHDJ12A8C13F6FF
3918,629720,Greatest Hits,ARYGVDP1187FB42918,SOQXPGC12AB017E91A
3919,529902,Song and Dance,ARUKNSS1187FB435E3,SOQVFVG12AAF3B3FA5
3920,116557,Favorite Hymns From The Homecoming Series,ARBB58Y1187B9B621B,SOCYGVT12A8C13ED02
3921,535776,King Kong,ARJRF841187B9B7F9A,SOTQFQD12AB017BCDC
3922,299496,Con El Corazon,AR5R7791187FB3A8C3,SOMARKF12A8C139E6A
3923,536869,Shakin' The House Live,ARX4D1E1187B9A9C4D,SOZHWVN12AB017FAA2
3924,287287,Six Degrees Of P-Funk: The Best Of George Clinton & His Funk Family,ARPOWQJ1187B9A2347,SOEZRMA12A58A7D1C3
3925,360241,Mr. McGregor,ARX5XTP1187FB3D8CC,SOALNDY12AB0182A18
3926,238129,The New Sound of the Venezuelan Gozadera,ARYLSGC11F43A69EF6,SOBHHSV12A8C142BF5
3927,623902,Faithful To Believe,ARNORNI1187B98CAFB,SOGBFJS12AB0183AB7
3928,691749,Second Skin,AR4C6V01187FB3BAF4,SOWEZBD12A6D4F8143
3929,603824,Gospel Legacy - Vickie Winans,ARMD0G81187B99A519,SOVDNXZ12AC3DF9EA4
3930,304007,Legends,ARYJSY01187B9B7C65,SOIOOWC12CF530D524
3931,123603,Espaces Baroques,ARTR6RX1187FB381C8,SODWIDI12A6D4FA683
3932,123657,Music & You,ARDROT11187B9AD5AE,SONMZEM12A6D4FD284
3933,574947,Hold On Tight,AR1RKB91187B9A56CB,SODYJEQ12AB0180054
3934,451479,New People Make Us Nervous,AR1DC0611A348EFB30,SOVQKDF12AB01834B3
3935,200634,Zzyzx,ARQDWBG1187B9891D7,SOMAJWB12AF72A6875
3936,27698,Hard To Earn,ARDSWIE1187FB39056,SOHIDSZ12A6D4F7CF5
3937,532154,Signature Songs,ARDHNC31187B9A1898,SOGZXGR12AB017F004
3938,51330,Jackpot !,ARKJHKX1187FB5AEE5,SOQGFFB12A6D4F9C7F
3939,380099,STRATA,AR4IWYN1187FB47DF6,SORAWOD12A8C142B3F
3940,323429,El Mejor,ARYFXQ21187FB4DAEF,SOPYDEH12AAF3B279A
3941,265378,Heavy Like Sunday,ARSQW3I1187B9ACD14,SOMMTIX12A8C139A75
3942,19068,Dance Into The Light,AR9W3X91187FB3994C,SOXHMJM12A58A7A33A
3943,556508,L'indret Prohibit,ARHC1RH11A348F085D,SOAQDXZ12A58A7FFBC
3944,647577,1999: 10 Year Anniversary,ARPYBWQ1187B989C0D,SOILDHG12AB0188DDF
3945,480726,The Ultimate Collection,AR1DR0E1187FB48F61,SOJBPLF12AB018362A
3946,153103,Sepia Blanco & Negro,ARS26BQ1187B99466D,SOIPGLN12A58A7C54F
3947,372628,Live In Canada,AR80BY41187B98DECF,SODPBUM12A8C142299
3948,133549,Por Tu Placer,ARRE5MX1187B992292,SOHKXIB12A81C207F1
3949,620764,Traditional Music Of Ireland,ARB06Z71187B99049A,SOROXGS12AB0180D21
3950,415431,Prisoner of Love: A Tribute to Russ Columbo - Remastered Edition,ARPBNLO1187FB3D52F,SOAOCCQ12AB0183F50
3951,265386,Seeing Sounds,ARHAEXZ1187FB54F3C,SOCSZBL12CF530E5B0
3952,45989,19 Naughty III,AR1ZYLH1187B98C159,SOQDTMC12A6D4FA1D2
3953,220624,Deus Ex Machina,ARU22AM1187B9961EA,SOPGVOO12A8C13E37D
3954,65878,Kloidt Ze Di Penussen!,ARQB8PN1187B98E6C4,SOMYHTA12A6D4FB87D
3955,336115,Nightmare Revisited,ARR1R5V1187FB4D234,SOQNJSP12AB017D3B5
3956,254896,Crush The Dream,ARZ78EG1187FB4638E,SOEOYCV12A8C13CC6F
3957,245174,Llego... Van Van,ARFJD5L1187B9A30BA,SORCCVC12A8C13DFB5
3958,174664,Washboard Sam Vol. 2 (1937-1938),AR84AQE1187B98AD9C,SOXFWZI12A58A7D561
3959,9017,Far from Enough,ARE5OK11187FB450F1,SOWNYEK12A6701F046
3960,521272,Revenge Is Near,ARUPH8D1187B9A6046,SORRHHE12A58A7EAC1
3961,409506,Live at Montreux 1994,ARM3QKQ1187FB421E0,SOFLNBJ12AB017EC59
3962,509729,Obras Cumbres Pescado Rabioso/ Invisible,AR2GU4Y1187B99F35E,SOPQSPR12AB0183C46
3963,310781,What Goes Around... Comes Around,ARWK5QH1187B9A9B7F,SOALBQW12A8C142359
3964,729776,Angelina & Other Favorites (Digitally Remastered),ARN0DMU1187FB5B63A,SOQPBEV12AC3DF66EF
3965,213506,Eargasm,ARTC5DW1187B98FCF2,SOCVHWL12A8C13E56D
3966,220705,Billy Bragg Vol.1,ARJ7SQ31187B9AF432,SOYLCKM12A8C1346FF
3967,265616,Sugar Minott at Studio One,ARIRD6J1187FB5A98C,SOFZQHK12A8C13B23E
3968,168715,Hide & Seek,ARO41T51187FB397AB,SOGEMXW12A8C13CC88
3969,387350,Ricky Martin MTV Unplugged,AR2FSX31187B98E3EF,SOEHBCX12AB0181B89
3970,227369,Sky Songs,ARNEL2O1187FB4421A,SOGWUAE12A6D4FCE22
3971,680973,Sacrament,ARF1LT21187B989EEB,SOZJIWO12AB0189335
3972,587606,30 Exitos Insuperables,ARRU3BE1187FB39218,SOALPUI12AB018A7FC
3973,527870,Peculiar Friends,ARKBX5B1187B9ADAFD,SOWRAQJ12A8C146BF1
3974,536785,Stories From The Heart,ARTCO131187B9B9ADB,SOAFZGF12AB01823ED
3975,350855,Spread The Germs,AR6137D1187B9A39C8,SOJABTU12A58A7E1CA
3976,598764,The Word In Song,AREWQSE1187B9AEC6C,SOVUTTU12AC468D67E
3977,461300,The Two Old Ones,ARJNQM51187FB54C55,SOHHMXP12AB018264D
3978,558050,American Cheese,ARS94L01187B9AD297,SOGQFXS12AB01865FB
3979,644515,Best Of,ARIZODP1187B9AD272,SOPSYTV12AB01807DB
3980,478734,Moon's Tune,ARKEFM61187B9A8202,SOVJWKQ12A8C145462
3981,500850,Postal '97,ARO0R521187B98A2D1,SOPRQKI12AB0181A85
3982,556611,Passo De Anjo Ao Vivo,ARMQUTT12086C12BF5,SOLUCSP12AB0183B9E
3983,225016,VinAcius em Portugal,ARVEFIT12086C1686D,SOKRRQW12A8C13F94B
3984,71277,Mystical Spirits Parts 1& 2,ARB054P1187B9AD32E,SOMUCDN12A6D4F8555
3985,395976,Music For My Peoples,ARPZBNS1187B98E279,SOKEEIT12A58A7E185
3986,234374,Worried Noodles,ARWA8AH1187FB3FC84,SOEOKDW12A8AE45B27
3987,556764,Evangelion,AR1OBRC1187FB59AD4,SODWVNV12A8C1423C6
3988,311333,Nighttime Calls,AR03GWG1187B9B6C85,SOKFFUV12A8C1411A0
3989,635374,Dead Hearts,AR1JEKW1187B9ADFBE,SOJTLMJ12A58A80212
3990,454271,Another Day Another Night,AROD1VN1187B9B377F,SOAPRLL12AB0183EF2
3991,578397,Animation-song No. 1,ARZUVRN1269FB3759D,SOGJGNM12AB0188BC3
3992,414142,Dis-moi Pourquoi,AR54KC51187B9A2B97,SOTKEPE12AB0188847
3993,459038,Elsewhere,ARX134S1187FB46E56,SOYEUES12AB0187F14
3994,86177,Puente Now! The Exciting Tito Puente Band,AR02IU11187FB513F2,SOZAVXS12A8C134305
3995,774167,Ain't No 'Bout-A-Doubt It,ARV38M11187B99424D,SOITXNB12A8C144ECD
3996,313245,L' Aventurier,AR3QRJ91187B98E4C2,SORUAFU12A8C141452
3997,104883,Unknown Road (remastered),ARGFFA01187B9A2D11,SONSDBD12A8C13CC4B
3998,594661,Festival de Cannes,ARM4J201187B9B8B3B,SODBXDN12AB018194E
3999,528854,Laundry Service,AR6PJ8R1187FB5AD70,SOUSXAY12A8C1358FA
4000,211454,You Make Me Feel Good - Single,ARUIRXF1187FB45BC6,SORMUQC12A8C13C1D7
4001,15520,Final Straw,ARVN9FZ1187FB393F1,SOZQVTJ12A6701D96B
4002,806430,Born A Woman,ARFLHWV1187FB4E77F,SOKFQSX12AB0188CEE
4003,704331,Time To Burn SE,ARRBTUP1242077FA75,SOCJYJY12AB018A3A3
4004,49859,Gift Grub 7,AROIHOI122988FEB8E,SOBHBII12A6D4F9FFA
4005,365859,Attitude Identitaire,ARYQ8281187FB58C34,SOJOUBX12AB018A61A
4006,16061,On Stage,ARZTSYB1187FB54987,SOWQVVZ12A58A7B65C
4007,64571,LEARNING TO TRUST,ARU2JAB1187FB50C72,SOGYMWC12A6D4FBAF2
4008,643394,Tha Streetz Iz A Mutha,ARS8KBY1187FB4BC7E,SORQTDS12AB0186ED3
4009,327658,Esa Pakarinen,ARBV8MP1187B9B60B1,SOOAWZF12AB017BE3B
4010,41905,Gold,AR4BDNG1187FB44870,SOFLKHX12A6701C32A
4011,345588,The Gentle Touch,AR9JLBU1187B9AAEC4,SOCDLSK12AB018168E
4012,364644,Blue To The 'Bone,ARGY96L1187FB410ED,SOUMZVI12AB018567C
4013,632939,Questo sporco mondo meraviglioso,AR8TCLH1187B9A85E4,SOASNLL12AB018129B
4014,27384,Frantic,ARIZODP1187B9AD272,SOZQJSC12A58A7F42F
4015,47319,The Marshall Mathers LP,ARTH9041187FB43E1F,SOWOYGM12A6D4FB4C1
4016,346689,Street Poetry,ARGYHUI1187B9AC2A5,SOILZTW12A8C1438A1
4017,611206,Pave the Way,AR78ZID1187B9B31ED,SOAYEQY12A8C140810
4018,817337,Triathalon,ARA26TC1187B9B8505,SOSWCOP12AB01864AF
4019,745790,Unreleased Exclusive Tracks,ARDAE2T1187FB50796,SOLNCDE12AC468EC62
4020,558775,How To Meet Girls,ARS94L01187B9AD297,SOJQTDA12AB0181540
4021,148126,Freedom,ARCCRTI11F4C845308,SOLOLMU12A8C133FBB
4022,219487,Reach,ARN5L1O1187FB4D955,SOFQTGN12A8C13E0E8
4023,176428,Tony Joe,ARCZ20M1187FB49687,SOGXGUK12A6D4FC1B4
4024,142964,Masters Of Memphis Blues_ CD A,ARN7OQ21187FB5A6B3,SOPIRTQ12A8C131DF9
4025,459483,A Fist In The Thought,ARA7EEC1187FB4C392,SOGYEFP12AF729F8DF
4026,45348,Le Bordel Magnifique,ARZBYDY1187FB46DD7,SOCIUEE12A6D4F95D1
4027,481650,Voice Of Joy,AROY0LJ1187B99654D,SOQXSVW12A58A7A419
4028,686954,24-7,ARVAE6W1187FB3CAF3,SODQPDV12AC468903A
4029,463078,... De Punto Alfa,ARRXPRY1187B9A8B34,SOGBONS12AB0181C65
4030,647761,Bodjal,ARU2IVS1187FB42A82,SOKSVVV12AB0181165
4031,489080,Charlie Peacock,ARUUXNF1187B98FB36,SONDARV12AB017C7CD
4032,1792,Love Songs,AR9W3X91187FB3994C,SOBJUKG12A58A7DCA8
4033,595434,Old Time Fiddle Tunes Played by Jean Carignan,AR8365R1187FB5997B,SOSPFEP12AC468825B
4034,237206,Horse Feathers / Animal Crackers,ARCII0J1187FB3A1B4,SOIXFFL12A8BED74A0
4035,466072,The Dells Selected Favorites Volume 1,ARN9Q881187FB3D951,SOPILXJ12AB0186E27
4036,387111,Human Being,ARAIABB1187B9AC6E2,SOXCQIQ12AB017D8DB
4037,185131,The Dylans,ARI3GKM1187B9B7837,SOKSFXW12A8AE48407
4038,295599,RCA  Country Legends,ARZVTZN1187FB579D4,SOVMJZI12AB0182218
4039,341262,Where The Light Is: John Mayer Live In Los Angeles,ARZENOX1187B98A645,SOKJITL12AB017E7FF
4040,669259,Winterpracht,ARO7IJV1187FB5BFAD,SOPXOYP12AB01883DE
4041,12585,Back In The USA,ARB336A1187B9A4583,SOYBRXG12A58A776D6
4042,295587,The Essential Floyd Cramer,ARY8LJ11187FB4019B,SOUAUZJ12A8C137CDA
4043,113735,Lapland,AR798FU1187B9B91CF,SOEPYBI12A8C13AF79
4044,627198,Monster Monster,ARAN38V1187FB4C4EE,SOPCFDS12AB017E0E5
4045,253037,Didgeridoo Spirit,ARYKXSD1187B9A4DAD,SOGAMBY12A8C140D10
4046,551105,Leon - Beijing Station,ARXGWZP11F4C83C075,SOKQWLL12AB01861F7
4047,328393,Life,AR198711187B9AD09F,SOLTAOU12A8C1375CB
4048,376787,The Very Best Of The 50's - Volume 3,ARWBAI21187B991E2E,SODEWQE12A8C143E6A
4049,104875,Generator,AR46CAD1187FB4D84B,SOVBYCN12A8C13AABC
4050,248144,The Path From  A Point Is In The Shape Of  A  Heart,ARPUHKM1187B99F205,SOFSFXP12A8C13F077
4051,563784,King Of The Cowboys,ARHK7A51187FB411D8,SOUUKDE12AB018956E
4052,217700,The Real Testament [Deluxe],AR7Q0O91187FB4DBE7,SORTPHZ12A8C13D374
4053,288730,Kix Live,AR3SEQM1187B98E9E8,SOLXAOA12A8C13520A
4054,127851,I Am Jesus,ARNHJHU1187B98F79C,SOGVWVG12A6D4FCD8A
4055,11549,Out-Of-State Plates,ARDBSFT1187B9AC9C1,SOODOKY12A6701C584
4056,597395,Lifestyle2 - Acoustic Vol 2,ARB29H41187B98F0EF,SOMPAOJ12A6D4F68BB
4057,795012,The Strings Sing & The Strings Swing,ARLJK1O1187B9B0FC4,SOPSCBU12AB018B6DC
4058,55526,The Tenor,AR4B1LP1187FB55C83,SOWSCTG12A6D4FA919
4059,557613,Toutes Les Femmes En Moi,AREMOC71187B996C2F,SOBVZHC12AB0181786
4060,217540,My Story_ Your Song 2006 Greatest Hits Collection [for Digital],ARMPIH61187FB44227,SOQRMSV12A8C13DD92
4061,46559,MTA2-Baptized In Dirty Water,AREMPZY1187B9B8FF3,SOVSHWF12AF72A75EF
4062,9552,En las cosas del amor...,AR7BODP1187B9B7766,SOKEPVI12A6701E91E
4063,590908,Backroom Beats,AR6MUJ91187B99DAAA,SODQZVY12AB018BF68
4064,790920,Onda,ARY9J9F1187B990241,SOXVFYT12A81C2351C
4065,281142,20th Century Masters: The Millennium Collection: Best Of The New York Dolls,ARS1OWB1187B99EEAD,SOYGWDD12A8AE47F23
4066,538761,Dancing With Ghosts,ARORFTD1187B99F7D4,SOXQOHL12AB017D69E
4067,754719,Every Other Way,AR035N21187FB3938E,SONIUEQ12AB0184D1A
4068,769640,Arika Kane,ARKGGBJ122ECCBAC65,SOTNLCJ12AB018FA13
4069,228390,Jazz Yule Love II,ARV3BXR1187B991C82,SOYTZKN12A6D4FB921
4070,527416,Let's Be Us Again,ARJ6GR01187B98D64D,SORZBEO12A8C142A98
4071,467254,Dirty King,ARXK6E71187FB4AA1E,SOMGSLD12AB017EDD1
4072,265153,Another Voice,AR0O3AV1187FB4D030,SOPSBBI12A8C1342C4
4073,327461,Jaci Velasquez,ARSM2YU1187B99D602,SOWYVEO12AB017FBDB
4074,637060,Gift Grub 10 (Deluxe Edition),AROIHOI122988FEB8E,SOMXQEF12AB0181AF0
4075,308335,Taking The Long Way,AR11YQ81187FB3C654,SODXQTB12A8C13F0F7
4076,559845,Menace To Society,AR8FMEN1187FB4A657,SORXEQN12AB0184EEE
4077,287223,X.O. Experience,ARLLUSZ1187B98ACDC,SONWRCU12A8C1343B0
4078,779906,Blues Legends 1930 - 1939,ARGH53H1187B9A5511,SOPAOVE12AC468EC72
4079,322341,Memory And Humanity,AROBHK51187B9AD82B,SOUFLZS12AAF3B21DE
4080,620935,People Get Ready: A Tribute To Curtis Mayfield,ARJFOC01187FB413A5,SOGPXXQ12AB0180CC6
4081,337773,Novas Vos Trago,AR8KUS11187B98C991,SOKSFDI12AB017DBFF
4082,710761,Legion Of Boom,ARNRPI31187B9AC699,SOJWGBZ12AB018B730
4083,226623,Comedy You Can Dance To,ARR2NH51187B98CE4C,SOORKEP12A6D4FBB59
4084,14329,From The Muddy Banks Of The Wishkah,ARH3S5S1187FB4F76B,SOLWTDG12A6701E978
4085,419238,The Very Best of Beenie Man Gold,ARVUN5F1187FB4CCC7,SOJIMUS12AB0181194
4086,238284,Gateway,ARRH2S81187B98C8AA,SOGXKPF12A582916B9
4087,753939,Oh...Hello!,AR59GUH1187FB4DF84,SOPEDTR12AB0185B7A
4088,47668,I'm Going To Tell You A Secret,ARBEOHF1187B9B044D,SOPPCXM12A6D4F66BC
4089,146411,Guiding Star (Naledi Ya Tsela),ARW1DZQ1187B9A18E0,SOKBKBA12A8C13338A
4090,43847,Thirteen,ARNBV1X1187B996249,SOCVDDL12A6D4F9A6C
4091,683433,Hesitate,ARUJSSR1241B9CAF37,SOAEYFM12AC3DF51A2
4092,620941,Here's The Deal,ARMFGS71187B98ED03,SOBEYDE12A8C141417
4093,783213,BBC In Concert (19th January 1991),AR2HXXS1187B9AF3E2,SOIJWMK12AC9073334
4094,105575,Sanna Nielsen - Min APnskejul 2001,AR3Q3QT1187FB396E7,SOXJRPT12A8C13D0FD
4095,321603,Angels & Outlaws,ARBZHTB1187FB3A725,SONPKQG12A8C145AE2
4096,201582,Chillin' Voices Vol.1,ARDNMNC11F4C842FDE,SOTDWOU12A8C137EDE
4097,236601,Music For The Spirit Volume 3,ARMSW7X1187FB5B504,SOUSXRA12A8AE490AC
4098,814747,We Sing of Only Blood or Love,AR2BG0R1187FB398C3,SOUURWE12AB0182EA3
4099,605794,Tumi Cuba Classics Vol 1: Son,ARGUVEV1187B98BA17,SOYBGAI12AC468AA34
4100,36444,Give It All Away,AR6ET9I1187FB53C65,SOKWYNX12A58A802A6
4101,156787,Cry For The Desert,ARUTS6Y1187FB5BDAB,SOJEBLF12A8C138B50
4102,511363,Better Days,ARHLYXD11F50C4B49E,SOONMID12AB0180F92
4103,331313,Is It Wrong,ARZSFIJ1187B98B8BC,SOFHSVX12AB0180161
4104,143822,Homecoming Hymns,ARBB58Y1187B9B621B,SOIPXAK12A8C133A08
4105,300907,Edmond Leung Collections,ARGP7WY1187FB45464,SOJPEUX12A8C138B18
4106,34605,The Man!,ARVML4B1187FB52324,SOINLKW12A6D4F8F83
4107,601112,The Transactional Dharma of Roj,ARMRQFC1269FCD2C40,SORMAAO12AC9075357
4108,289164,The Ecleftic -2 Sides II A Book,ARRJ3UC1187FB579D7,SOPRQEX12A8C133558
4109,135226,Expression,ARHINI31187B995C1D,SORIWJQ12A8AE4778E
4110,729053,Maysa,ARAHQDS1187FB55275,SONZDGL12AB018CD7C
4111,192744,Back To The Front,AR19SOA1187B98F6E6,SOLZZPQ12A8C130C70
4112,673515,The Beginning Of It All,ARISHTQ1187FB3E6F0,SOEUZAC12AB018C2B0
4113,19068,Dance Into The Light,AR9W3X91187FB3994C,SOPXSEX12A670204A0
4114,235358,Southern Style,ARWLUAI11F4C840637,SOCZYSK12A8C135DB0
4115,220244,The Dream Merchant 2,ARF9EI11187B9AB66C,SOYBSGS12A8C140EBF
4116,410068,The Grand,ARDVUFT1187B994637,SOGFNPM12AB0183EFA
4117,303750,Legends,ARYJSY01187B9B7C65,SOUXPPN12CF530E5EB
4118,98433,Lockwood,ARXXCHI1241B9C54EE,SOEXJDG12A8C137AE8
4119,168108,Live Wire/Blues Power,AR80BY41187B98DECF,SOKQUFP12A8C140A16
4120,422785,SOS,ARKU3Z61187FB51DCA,SOAOPVN12AAF3B1856
4121,566599,Born With The Blues Double,ARGHPIE1187FB3CCDF,SOXESGI12A8C13F85C
4122,150501,Miles To Miles,AR0LVFQ1187B9A84E0,SODMXRL12A58A7E9C6
4123,559294,Solo in Rio 1959,ARQCHDN1187FB4C7C2,SODJYRI12AB0188BDD
4124,212982,Life Is Good,ARMT23H1187B995083,SOVTUWX12A58A7E944
4125,435984,Encuentro De Charangas,ARWGY6U1187B98B228,SOVQEOZ12AB0181472
