index,pmkArtist,fldName,fldLocation
2162,ARA8DDQ1187B9AE3A0,Eason Chan,Not available
2163,AR7XK9K1187B9B1864,Hey Colossus,Not available
2164,AROSW2I1187FB44866,Sonora Carruseles,Not available
2165,AREV2491187B9B017E,Mobb Deep featuring Nate Dogg,"Queensbridge, NY"
2166,ARPOPBQ11F4C83D36D,DJ Spinn and DJ Rashad,Not available
2167,ARWX7AO1187B9B91AA,Jose Luis Perales,Not available
2168,ARC1E3F1187B9B9902,El Poder del Norte,Not available
2169,ARNTQF31187B9A02FF,Tony Matterhorn,Not available
2170,ARUACR61187FB3AB37,Kisha,Not available
2171,ARQPWTM12420783719,Ana Nikolic,Serbia
2172,ARQUFQK11F4C83C0D8,4 Skins,Not available
2173,AR4GJ3V1187FB4245B,Zapp,"Dayton, OH"
2174,AR061J011A348F060F,Ximena Sarinana,MX
2175,ARBCUNV1187B98A9FB,Busta Rhymes,"East Flatbush, Brooklyn, NY"
2176,ARZH0R61187FB422AE,Fontella Bass,"St. Louis, MO"
2177,AR1IL0W1187FB58B65,Rhinostar,Not available
2178,AR2EBRG1187B9B07C8,Old Man's Child,Norway
2179,AR6I54S1187FB48C6B,Patty Griffin,"Old Town, ME"
2180,ARFEV5S1187B99F2EA,Aeoliah,Canada
2181,ARUG0QH1187B99613A,Space Opera,Not available
2182,ART59BB1187FB3866E,Through the Eyes of the Dead,"Florence, SC"
2183,ARRHVVL1187B991E41,Johnny Otis,"Vallejo, CA"
2184,ARGJL42119B8668D26,Finest Dearest,Not available
2185,ARTQZKW11EB9C80B4C,Neema,CANADA - QuA(c)bec
2186,AROLWYT1187B990823,Sound 5,Not available
2187,ARSYWV7119B3403694,Jorgen Ingmann,Not available
2188,ARVTWQ11187B9A6A24,Sean Callery,Not available
2189,ARKWXGS11F4C8419B7,Jesus Otero - Luny Tunes,Not available
2190,ARMRCET1187FB52049,Fergie,"Hacienda Heights, CA"
2191,ARUGU0E1187B9B30F6,The Doors,"Los Angeles, California, United States"
2192,AROLNOH1187FB39845,Erick Sermon,Not available
2193,ARG51IA1187B9B143A,Scott Glasgow,Not available
2194,ARYFXQ21187FB4DAEF,Poncho Sanchez,"Laredo, TX"
2195,ARVG8T61187FB440EB,Livingston Taylor,"Boston, MA"
2196,ARO344A1187B9B65C3,Fortitude,Kansas
2197,AREJ5K11187B993F5F,R. Carlos Nakai,Not available
2198,ARZIKR01187B98DF08,Joe Grushecky,Not available
2199,AREQ9AY1187FB40E19,Spitfire,Athens
2200,ARKKPRW1187FB4D81E,Equilibrium,Colorado
2201,ARZ33PH1187FB52F58,Kat DeLuna,Not available
2202,ARRFTTO1241B9C8C96,Artie Fishel & The Promised Band,Not available
2203,ARTBFV61187FB3C250,Johnny Horton,"Los Angeles, CA"
2204,ARMTIIX1187B9A1896,XLNC,Not available
2205,AR8ACFK1187B9B4063,Champion Jack Dupree With TS McPhee,"New Orleans, LA"
2206,ARDCFNZ1187FB3DDB0,Enrique Iglesias,"Madrid, Spain"
2207,ARBV8MP1187B9B60B1,Esa Pakarinen,Not available
2208,AREENKN1187B98F35D,The Plasmatics,"New York, NY"
2209,ARFRSQZ122988EF860,Amy Lambert,North Carolina
2210,AR2OH7O1187B99FE4E,Torcuato Mariano,Not available
2211,ARG03XQ1187B99A494,Dobby Dobson,Florida
2212,ARNXNH81187FB52EB5,Baby Bash / Grimm,"Houston, TX"
2213,ARGABPJ1187B99C6E3,Chops,Not available
2214,ARZWAHK119B8668273,Martriden,"Havre, MT"
2215,ARPTC441187FB3AEBF,Fredi,Not available
2216,AR0QS8F1187B9ADC96,Sandy Lam,Not available
2217,ARA7YDA1187B9A5776,Patsy Cline,"Gore, VA"
2218,AR47RVG1187B995CE7,D:Fuse,"Austin, TX"
2219,ARN0DMU1187FB5B63A,Daryl Hall & John Oates,"Philadelphia, Pennsylvania"
2220,ARD8JVH1187FB4DA04,Bad Company,England
2221,ARJRF841187B9B7F9A,Max Steiner,"Vienna, Austria"
2222,ARJEPNS1187FB3DEF4,Angel Romero,Not available
2223,ARS6I1U1187FB468F9,Juliette & The Licks,Not available
2224,ARJRIM91187FB3EF9A,Paul Avgerinos,Not available
2225,ARIHUOK122988F22DD,Bangalafumenga,Not available
2226,ARC3EZO1187B9B9314,Angels,Australia
2227,ARZQ7QA1187B9AD08B,Prince,"Minneapolis, MN"
2228,AR87ZMN1187B99689C,Diego Verdaguer,Not available
2229,ARYCCQX122BCFCC4E4,Cavo,Missouri
2230,ARHLYXD11F50C4B49E,Bruisers,Not available
2231,ARGPFYP1187B98F5CB,The Highwaymen,"Dayton, OH"
2232,ARJJ8I01187FB4CE98,Joselito,Jaen
2233,AR2FAMK1187FB4CF60,AFI,"Ukiah, CA"
2234,ARHMQHN1241B9C56C8,Lil Mz. 313 featuring DJ Rashad,Not available
2235,ARA7EEC1187FB4C392,Snowgoons,"Karlsruhe, Germany"
2236,ARJDWAF122ECCBD2C9,Jah Legacy,FRANCE
2237,ARR322V1187FB4F9CB,The Cufflinks,Not available
2238,AR8J32V1187FB4F874,Dimitri Tiomkin,"Kremenchuk, Ukraine"
2239,ARZ3BA51187B998A3E,Pheeroan Aklaff,Not available
2240,ARJW7KB1187FB47C36,Olivia Ruiz,"Carcassonne, France"
2241,ARPZRFT12086C12690,Rick Snel,Not available
2242,AR2BU3O1187B98EBDA,"Raymond LefA""vre",Not available
2243,ARHNXXY11F4C84236F,Chanta Vielma,Not available
2244,ARIBTOJ11F4C83E8DD,Undertakin' Daddies,Not available
2245,AR3DWG81187B98E3FA,Papoose,"Bedford-Stuyvesant, NY"
2246,ARTC5DW1187B98FCF2,Plump DJs,"London, England"
2247,ARQSZLT124207825BA,Konstantinos Galanos,Not available
2248,ARHFIXK1187B99D6A9,Astrovamps,Not available
2249,ARPU5CQ1187FB4469F,Jimmy Durante,"New York, NY"
2250,ARHRKTK1187B99E1D5,Jackie Wilson,"Detroit, MI"
2251,ARKO0JR1187FB4945A,Sao Paris,Not available
2252,AR00A6H1187FB5402A,The Meatmen,"Lansing, MI"
2253,ARPOV8N1187FB4D78F,Jimmy Nelson,"Philadelphia, PA"
2254,AR3QRJ91187B98E4C2,Jacques Dutronc,"Paris, France"
2255,ARXR2N11187B99857E,Hotwire,"Newbury Park, CA"
2256,AREY1HI1187B98B395,The Gufs,Not available
2257,AR16GSC1187B9A6291,Eagles,"Los Angeles, California"
2258,ARFSPOV1187B9B2363,Basement Jaxx,"London, England"
2259,ARWVVVP1187FB52F31,Mark Wills,"Cleveland, TN"
2260,ARJNRA61187FB57724,Weirdos_ The,Not available
2261,ARMAEYS1187B990F2F,Tree,Not available
2262,ARQXC7V1187FB4DA9E,DAVE MATTHEWS BAND,"Charlottesville, VA"
2263,ARQCFI11187FB5AE43,George Jones,"Beaumont, Texas"
2264,AR7SF1N1187B9A91D1,John Berry,"Aiken, SC"
2265,AR3EVEE1187B9994B7,Abijah,Jamaica
2266,AR0O3AV1187FB4D030,Agnostic Front,"New York, NY"
2267,ARHL8SP1187B98F8A3,Sick Of It All,Virginia
2268,ARDMKKB1187B9A0EDA,"TrA""s",Texas
2269,AR9AWNF1187B9AB0B4,Kenny G,"Seattle, Washington USA"
2270,AR8VZW31187B9B7217,Kevin Burke,Not available
2271,ARN5MQ11187B98A12D,Sean Quinn,Not available
2272,ARNNPJM1187FB3DB37,Oscar Pettiford,"Okmulgee, OK"
2273,ARCEAJY1187FB4DF61,Fuel,Not available
2274,ARDINVM1187B98A6C1,Marc Lavoine,"Longjumeau, France"
2275,ARLTX751187B9A1828,Frederick Knight,"Birmingham, AL"
2276,ARP7ILI1187B9AE9F7,Phantom Planet,Not available
2277,AR6HEHH1187B9985F9,Russ Morgan,"Scranton, PA"
2278,ARSCJQW1187B9B3523,Hoods,Vrsac
2279,AR01VU31187B997DA0,Grand Funk,"Flint, MI"
2280,ARP8TSJ1187FB54852,Carl Doy,Not available
2281,AR4SOKG1187B98D2B0,Geier Sturzflug,Not available
2282,ARWUK9L11C8A42C37B,Workhorse,Mississippi
2283,AROGN2E1187B98D292,Deep Puddle Dynamics,Not available
2284,ARBX0VO1187B98A412,Zebra,Not available
2285,ARIT9Y51187FB364AE,The Irish Rovers,"Alberta, Canada"
2286,ARQRDOM1264D13A4E5,A Tundra,Not available
2287,ARVQ4QM1187B98AD95,Hank Penny & Sue Thompson,"Birmingham, AL"
2288,ARJ45SE1187FB44AD1,Winds Of Plague,City of Angels
2289,ARO1D981187B9A0D24,Al Duvall,NY - New York City
2290,ARLJWTL1187B98C0DE,Modern Lovers,"Boston, MA"
2291,ARIF3EV1187B9B8522,Paul Taylor,Wyoming
2292,ARMOHN71187FB3959F,Atreyu,"Orange County, CA"
2293,AR4R84C1187FB3EC16,Shelly Manne,"New York, NY"
2294,ARC18161187FB4CF4B,Amil,"New York, NY"
2295,ARJ4B7V1187FB4CB90,DJ Godfather,Not available
2296,ARIMZQZ1187B9AD541,Thrice,"Orange, CA"
2297,ARHJMEF1187FB415AE,Fehlfarben,"Di?1/2orf, Germany"
2298,AR1N3PB1187B9B25C1,Andres Calamaro,Not available
2299,AR16NGV1187FB5B8BC,Kruger,"Lausanne, CH"
2300,AR1206S1187B9AF3EA,Albert PrA(c)jean,Not available
2301,ARJ6GR01187B98D64D,Lonestar,Not available
2302,ARX5XTP1187FB3D8CC,Freddie McGregor,Not available
2303,ARZCTTD1241B9CD9DD,Amber Nicholson,Not available
2304,ARNFTGS1187B9A465F,Circle Jerks,California - LA
2305,ARM0P6Z1187FB4D466,Arctic Monkeys,"Sheffield, South Yorkshire, Engla"
2306,ARHB1961187B9B1732,Kofi,California - LA
2307,ARBXVFV1187B99AA63,Gene Simmons,"Haifa, Israel"
2308,ARJSPWK12454A4CB28,SANSHIRO,Not available
2309,ARPKLK81187FB42AC9,Death SS,"Pesaro, Italy"
2310,ARO5T1P1187B9AC680,Lou Reed,"Brooklyn, New York"
2311,AR0DQEE1187B9A22DC,Daniel Chan,Not available
2312,ARWNTXK11EBCD7BBFB,Alain-FranASSois,Not available
2313,ARRKDGI122988FCC3C,Los Rumberos Catalanes,Not available
2314,ARMB95F1187B9B5B93,Cam'Ron,"Harlem, NY"
2315,ARZEHMQ1187B9950C0,Paulo Flores,Not available
2316,ARL0H401187B98B0E1,Philly's Most Wanted,Not available
2317,ARXW6QA1187B9983C0,Phantomsmasher,Not available
2318,ARCU3AN1187B989EA0,Bas-Sheva,Not available
2319,ARSX6IX1187B9B640C,Big Star,"Memphis, TN"
2320,ARQ91R31187FB38A88,Grandpa Jones,"Niagra, KY"
2321,ARN1J741187B99EFB9,Cross Country,"Auburn, CA"
2322,ARFPVJN11F50C482EC,Jack Miles,Not available
2323,ARCII0J1187FB3A1B4,The Marx Brothers,"New York City, New York"
2324,ARMJMBJ1187B98C46F,Bug Mafia,Not available
2325,ARYOPH81187B98AEED,Converge,"Boston, Brooklyn USA"
2326,AR0XJ291187FB45855,Drexel,"Dayton, Ohio"
2327,ARBNYIE12802FDE477,Cool Connection,Not available
2328,ARS54I31187FB46721,Taylor Swift,"Wyomissing, PA"
2329,ARWVMJA1187B98AA6E,Nancy Walker,California
2330,ARA1UU51187FB5A70B,Misfits,New Jersey
2331,AR5KHL41187B9ADE2A,Jyve V,Not available
2332,ARNZNFW122BCFCAB3B,Ino,Quebec
2333,AR9SYAF1187FB43BD5,Cherish The Ladies,Not available
2334,ARJWK3M1187B98D679,Eden's Bridge,Not available
2335,ARXWBOL11E2835E5BB,Abbott & Chambers,Not available
2336,ARVJVFF1187B9B40D6,Al DiMeola,"Jersey City, NJ"
2337,ARSE5NP1187B9B98AB,Twista & The Speedknot Mobstaz,"Chicago, IL"
2338,ARW2IMH1187FB4791F,The Revolutionary Ensemble,Not available
2339,ARB1LM61187FB4DDF4,Leroy Van Dyke,"Spring Fork, MO"
2340,ARSC6WR1187FB40B18,Peggy Lee,"Jamestown, ND"
2341,AR56UY11187FB46D49,Lightnin' Slim,"St. Louis, MO"
2342,AREVQ7D1187FB4371B,Randy Stonehill,California - LA
2343,ARXRYQS11F4C846B96,Mathey,Not available
2344,ARUCK7I1187B9B331D,Elli Kokkinou,Not available
2345,ARI4S0E1187B9B06C0,David Arkenstone,Tennessee
2346,ARW45YR1187FB3DE95,Pierre Perret,Not available
2347,ARAG1DX1187B98BB10,Ben Sidran,"Chicago, IL"
2348,AR9Q3LP1187FB3D647,Soilent Green,"New Orleans, LA"
2349,ARDGPFY1187B9A371B,Long Beach Dub Allstars,Not available
2350,ARS1OWB1187B99EEAD,New York Dolls,"New York, NY"
2351,ARCIXWX1187FB4F1DF,3 Way Funk,California - SF
2352,ARRHLSD11F4C845076,Freddie Roulette,Illinois
2353,ARPGQ9A1187FB4D0AD,Noel Harrison,Not available
2354,ARD4KNM1187FB3626A,Liquid Stranger,Not available
2355,ARMQUTT12086C12BF5,Spok Frevo Orquestra,Not available
2356,ARJDWEA1187B9B676F,Bob Newhart,Not available
2357,AR6U4801187B9A8C45,Boney James And Rick Braun,Not available
2358,ARLHO5Z1187FB4C861,Beastie Boys,"New York, NY"
2359,ARXZAV31187FB3CE61,Academy/Marriner,Not available
2360,ARMW52H1187B98C835,Daouda,Not available
2361,ARKJWYK1269FCD1A1C,Ace Da Vinci,Not available
2362,AR8I87E1187FB57E2E,Andrae Crouch,"Pacoima, CA"
2363,AR040M31187B98CA41,The Bug Featuring Ricky Ranking,Not available
2364,ARID1TK1187FB4CFB8,All Girl Summer Fun Band,Not available
2365,ARBEOHF1187B9B044D,Madonna,"Bay City, MI"
2366,AR18B3W1187B9A5AAA,Louisa Mark,Not available
2367,ARJQSSS1187B99A513,Cookie Crew,Not available
2368,AR51YM81187B9B536C,Michael Salgado,Not available
2369,ARAI3SX1187B9A3A9A,Brainchoke,Not available
2370,AR2S6UD1187B9B944F,LeA3n Gieco,Not available
2371,ARJPADO1187B9897CE,Moving Ninja,Not available
2372,ARCJKV91187FB46210,KT Tunstall,Scotland
2373,ARJZQ321187FB5AAA1,Hound Dog Taylor and The Houserockers,Not available
2374,ARGUMVS1241B9CBE9B,Tony Mathews,Not available
2375,ARVXXQD1257509E117,La Billo_ Los MelA3dicos,Not available
2376,ARHJJ771187FB5B581,Screaming Lord Sutch,"Harrow, Middlesex, England"
2377,ARXALW01187FB4B466,Sylvia Tosun,"Wolcott, CT"
2378,AROJ4RQ1187FB50102,Pinch,Illinois
2379,ARUZS6L1187FB50A56,Dave Weckl,"St. Louis, MO"
2380,ARN3X4T1187B99EA39,Jacky Cheung,Not available
2381,AR8ICFK1187FB5A3A0,Rance Allen Group,"Detroit, MI"
2382,AREP0H61187FB443CF,Grayson Capps,Not available
2383,ARAIJG51187B9B97A4,CafA(c) Quijano,Not available
2384,ARA1UU51187FB5A70B,The Misfits,New Jersey
2385,ARBU6D71187B9B5319,"Clarence ""Gatemouth"" Brown","Vinton, LA"
2386,ARMFXPI1187B99717E,The London Theatre Orchestra,Not available
2387,AR41O131187FB51448,DJ Isaac,Not available
2388,ARVG1MI119B86678D4,X-tv,Not available
2389,ARRTQ3Y1187B9AC835,Scott Weiland,"Santa Cruz, CA"
2390,AR21EJD1187FB3B9A9,Beto y sus Canarios,Guerrero
2391,ARS8DXZ1187B998AA3,Bravehearts,Not available
2392,ARAPLFD1187B98DABD,Robin Fox,Florida
2393,ARJ7HBI1187B993719,Deborahe Glasgow,Not available
2394,AR3DLBB1187B98F3DF,The Statler Brothers,"Staunton, VA"
2395,ARXAHU31187B9B1520,Vex'd,London
2396,ARSG0RY1187B98E989,The Kings,CANADA - Ontario
2397,ARAA1VM1187B994013,Daler Mehndi,Not available
2398,ARC41BF1187B98ECBB,Lil' Romeo,Not available
2399,ARGWLJT12086C14A09,Shunza,Not available
2400,ARO762K1187FB46BCD,Annie Blanchard,Not available
2401,ARDITLE1187B9B5B4B,"La BergA""re",Not available
2402,ARWENXU12454A2DE56,CoCo Lee,Not available
2403,ARMDE3V1187FB3EEFB,The Last Days Of Jesus,Not available
2404,ARPCDZM1187B996876,Dyango,Massachusetts
2405,ART09111187FB5BF48,Ty Herndon,"Meridian, MS"
2406,AR7DBMA1187FB516B1,The Knife,Sweden
2407,AR8VUUR1187B9A518B,Chris Jagger,Not available
2408,ARW4ZCO1187B9B22D3,A-FS,Great Britain / UK
2409,ARDNBQU1187B9B6DC2,Kieran,Idaho
2410,ARIS3CU1187B9B9423,REX ALLEN JR.,United States
2411,ARPKYQU1187B9A062F,Danny Davis & The Boys,Not available
2412,ARW5IF01187B9AEA98,Sugar Ray,"Orange County, CA"
2413,ARTKOGW1241B9CD42B,DJ Omega,Not available
2414,ARTPMPX1241B9C68D9,Viki Mosholiou,Not available
2415,ARR1R5V1187FB4D234,The All-American Rejects,"Stillwater, OK"
2416,ARFK4281187FB5C811,Vox Dei,Not available
2417,ARZILUO1241B9C6736,Tony Ashton & Friends,Not available
2418,AR3O66A1187FB39519,Sinch,Pennsylvania
2419,ARGK9MB1187FB37402,MIMS,"New York, NY [Washington Heights]"
2420,AR7PPJV1187FB397CC,The James Taylor Quartet,Not available
2421,AR95CRV1187B9AFD6D,Pedro Luis e a Parede,Not available
2422,AROSGVP1187B9B011F,The Clancy Brothers;Tommy Makem,Ireland
2423,ARWBYIR11F4C83B3FE,Double Image,Maryland
2424,ARABTW91187FB3A73B,Gorki,Not available
2425,ARHUC691187B9AD27F,The Mars Volta,"Long Beach, California"
2426,ARMX0GY1187B98B62E,Lynn August,"Lafayette, LA"
2427,ARD7DTC1187FB404DF,POLINA,Not available
2428,ARS6L1E1187FB585B6,Karlheinz Stockhausen,"Mi?1/2th, Germany"
2429,AR2WUJP1187B99364C,Nicola Fasano,Not available
2430,ARXIPJZ1241B9C818F,Jennifer Clarke,"Cork, Ireland"
2431,ARXLMH011C8A415658,brokeNCYDE,"ALBUCRAZY, NEW MEXICO"
2432,ARD94MR11C8A42B029,Richie McDonald,Tennessee
2433,ARW7K0P1187B9B5B47,Barenaked Ladies,"Toronto, Ontario, Canada"
2434,ARQZOCL1241B9C85AF,Nightswimmer,Not available
2435,ARVY1W51187B9AF4F7,99 Posse,Not available
2436,AR21YNH1187FB49649,Ms. Dynamite / Bounty Killer,London
2437,AR6TZJQ1187B9AD572,Pierre Boulez,"Montbrison, France"
2438,ARS755J1187B9920C6,Assassin,California
2439,AR25LGJ1187B9B2492,Doug Sahm,"San Antonio, TX"
2440,ARCYOHQ1187B9AEACA,Max Stalling,Not available
2441,ARVV4Y41187B995F04,Deepest Blue,Not available
2442,ARTPY6B1187B98C720,Cactus,Not available
2443,ARAKX8D1187B98CCE2,Bob Cheevers,Tennessee
2444,AR2DKN01187FB3AA39,Wesley Tuttle,"Lamar, CO"
2445,ARAEX7Y1187FB42D36,Toni Braxton,"Severn, MD"
2446,ARSKZAQ1269FCD50EF,Brice Kapel,Not available
2447,ARIL9H31187B9893FF,DJ Deeon,Not available
2448,AR93D4D1187FB3ACAD,J.J. Cale & Eric Clapton,"Oklahoma City, OK"
2449,ARPWMGF1269FB25878,Yiannis Tassios,Not available
2450,ARNYDR91187FB542BF,MICHAEL WHITE,"Knoxville, TN"
2451,AR12MUW1187B9A5DF4,Ricardo Lemvo,"HOUSTON, Texas"
2452,ARMHR011187B9A62B5,Joe Bataan,"Spanish Harlem, New York City, NY"
2453,AR4YY6D1187B9AEC44,Spooky Tooth,Great Britain / UK
2454,ARABDBR11E2835EADC,Larytta,Not available
2455,AR5EQRI1187FB41287,Kuba,Latvia
2456,ARZTSMH122988F522A,Reginaldo Bessa,Not available
2457,ARYQQSV1252CCF982A,John Hammond,Not available
2458,ARJQ8WU1187FB37FCD,Patrick St-Eloi,Not available
2459,ARDWS2V1187B99AED0,Mazz,Not available
2460,ARAI2ZO1187B9A0536,Catupecu Machu,Not available
2461,ARUQZUY1241B9CEB3E,Asure,Not available
2462,AREBCAO1187B994183,Jorge Alfano,Florida
2463,AR6MIU31187B994603,Stefon Harris,Not available
2464,AR797VK1187B989DDE,D.A.R.,Not available
2465,ARQDONM1187B9BA1AD,Junior Parker,"Clarksdale, MS"
2466,ARPQ9MD1187FB3D29A,Cheri Keaggy,Not available
2467,AR19QNR1187B9A13C5,Cassidy,"Philadelphia, PA"
2468,ARW1BRR1187B996332,The Shamrock Singers,Not available
2469,ARN7POH1187B9B301E,Jessica Simpson featuring Lil Bow Wow,"Dallas, TX"
2470,ARMH10M1187FB4184F,fIREHOSE,Wisconsin
2471,ARNKWCP1187FB3AAF6,Electronic pig,Not available
2472,ARIZLHQ1187B9A18C4,Eduardo Fernandez / Norbert Blume / English Chamber Orchestra / George Malcolm,Not available
2473,ARQOATR1187B9AE959,Jane's Addiction,"Los Angeles, CA"
2474,ARLNY561187B9B0355,Noisettes,Not available
2475,ARC2BFH1187B98F3C8,Pete Miser,NY - New York City
2476,AR07VS41187FB37944,Mungo Jerry,Not available
2477,ARRXNGN124207835CB,Grup Knar,Not available
2478,AR7Q6QB1187B98A864,Amilcar,Florida
2479,ARRJ3UC1187FB579D7,Wyclef Jean,"Croix-des-Bouquets,  Haiti"
2480,ARN2ZKL1187FB3972B,The Distillers,"L.A 	California, Estados Unidos "
2481,AR8AVU31187FB42175,The Robert Cray Band,Not available
2482,ARGR7431187FB3F3FB,Jacques Higelin,"Brou-sur-Chantereine, France"
2483,AR4G2AQ1187FB59D5B,Indica,Finland
2484,ARN4IYF1187FB49D76,Pagan Wanderer Lu,Not available
2485,AR0FQ071187B9ACEC0,Eduardo Dusek,Not available
2486,AR0B3RS1187FB48F5D,Why?,"Cincinnati, OH"
2487,ARMGO941187FB3B52A,Hi-Tack,Not available
2488,AROQ9OT1187B99E88D,KA(c)kA(c)lA(c),Not available
2489,ARVQ4QM1187B98AD95,Hank Penny,"Birmingham, AL"
2490,AR1WLWQ1187B989B85,Dealership,Not available
2491,ARZJFOF1269FB36799,Frankie Howard,Not available
2492,ARCPN4U1187B9A94B7,Freakhouse,South Hadley Massachusetts USA
2493,ARN5NHX1187FB4F755,The Smashing Pumpkins,"Chicago, IL"
2494,ARCZGEP122988F4890,Starski and Clutch,Not available
2495,AREAEX91187B98DC01,Gaither Vocal Band,Not available
2496,AR5ZGC11187FB417A3,Big Mountain,California
2497,ARE7FPO1187B9AF7CF,Kommunity FK,Not available
2498,AR3CLBX1187FB5A307,Richi M.,Not available
2499,ARJVTRE1187B9959C0,Foghat,"London, England"
2500,AROCP781187B98E2A3,Tim Hughes,CANADA - Ontario
2501,ARHP6H31187FB4A38C,DJ Icey,Florida
2502,ARCT2BM1187FB3D02A,Babbu Maan,Not available
2503,ARLK1A71187B9AECD2,Yuppie Pricks,Austin
2504,ARUKJUP12086C14589,RamA3n Vargas,Not available
2505,ARVMOTP1187B99720F,Barbara Jones,Not available
2506,ARPYTUA1257509E91A,Sirka Ragnar,Not available
2507,AR45GMQ1187FB466DA,Richard Walters,London UK-England
2508,ARJGQJD1187B997A00,It Dies Today,"Buffalo, NY"
2509,ARSZVAK1187FB4A9F0,Richie Ray & Bobby Cruz,Not available
2510,ARZNQEM11F4C83B660,Les Paul_ Mary Ford,Not available
2511,ARF3FBD1187FB40B90,Little Brother,"Durham, NC"
2512,ARZXTUO12509411DAE,Vaggelis Perpiniadis,Not available
2513,AR137UW1187B98CCBA,Charlie Byrd Trio,Not available
2514,ARJUNZD1187B9A5DAE,Herb Alpert And The Tijuana Brass,"BEVERLY HILLS, California"
2515,ARTWNNQ1187B9A15BC,Glen Ricks,Not available
2516,ARH24021187FB4DEA1,Black Messiah,Nordrhein-Westfalen
2517,ARXHWL31187FB476F4,unloco,Not available
2518,AR9JJ761187B9AF496,Tanya Chua,Not available
2519,ARSDFYB11F50C4F736,The Cutting Edge,California - LA
2520,AR1XUYS1187B9A44D7,Natalie MacMaster,Not available
2521,ARHKMWZ1187B99C002,Southside Johnny Lyon,Not available
2522,ARVIT0V1187B9A7CDE,Danny Diablo feat. Puerto Rican Myke,Not available
2523,ARKE7ZQ1187FB504BB,Blackfoot,"Jacksonville, FL"
2524,ARAU2Q51187FB50D4C,Smiley,Tyler Texas USA
2525,ARRDRI71187FB46EAA,Grizzly Bear,"Brooklyn, NY"
2526,AR0CWOB1187B99FA08,GARFIELD,United States
2527,ARKFEHQ11F50C47E43,George Dalaras,Not available
2528,ARRCDBV12454A42B90,Manolis Famellos & I Podilates,Not available
2529,ARM7YQQ1187B9A84E7,Blondie,"New York, NY"
2530,ARAOLGH12592CDA7AA,Darcelys,Not available
2531,ARCGJ6U1187FB4D01F,Akon / Kardinal Offishall,"St. Louis, MO"
2532,AR9HABI1187FB3ACAA,Red Foley,"Blue Lick, KY"
2533,ARBWFER11C8A42BA94,The Weegs,California - SF
2534,ARK7ZPW1187B99C170,Maria Callas/Giuseppe di Stefano/Orchestra del Teatro alla Scala_ Milano/Gianandrea Gavazzeni,"New York, NY"
2535,ARL0ID81187B9B2CB3,Yvette,Not available
2536,ARXICPY122CC3B292D,Tanika Turner,California
2537,ARCTOMY1187B9A8175,Computer Paul,Not available
2538,AREWHWV1187FB391A8,Tomash Gee,Not available
2539,ARYNSN31187FB4C573,Bizzy Bone,"Columbus, OH"
2540,ARYCKB61187B998E70,Debra Laws,"Houston, TX"
2541,ARZYP6O1187B9892E7,Chapta_ Stage McCloud_ SupaStarr & Tony Manshino,Not available
2542,ARY7DVZ1187FB58433,The Monroes,Not available
2543,ARCH7RE1187FB5B1B9,Red Stick Ramblers,"Lafayette/Baton Rouge, LA"
2544,ARELFMN1187FB3D68B,Doc & Merle Watson,Not available
2545,ARYQQY31187B9ABBE1,BerrogA1/4etto,Not available
2546,ARTE9CG1187B99B1AF,DMX / Dyme,Not available
2547,ARMMKRK1187B996E31,William Goldstein,Not available
2548,ARJMUEZ1187B98D16E,Danger Danger,"Queens, NY"
2549,ARC2HVM1187B98CE05,Clay Crosse,Tennessee
2550,ARTWYHK1187FB568B8,JosA(c) Roberto Bertrami,Not available
2551,ARKFSDP119B8668F25,Elizete Cardoso,Not available
2552,ARKYRYH11F4C84282E,Orquesta Harlow,Not available
2553,AR8BUVM1187FB4D94D,Belle and Sebastian,Not available
2554,AROC6N61187FB40B14,Steven Halpern,Not available
2555,AR3O3TX1187FB48B19,The Russell Family,Not available
2556,ARICCN811C8A41750F,Ya Boy,United States
2557,AR97HAK1187B99C7D2,The Harvey Averne Dozen,Not available
2558,ARG9CID1187B9AB010,Taking Back Sunday,"Long Island, New York"
2559,AR13CXU1187B9AD30A,The Clash,"London, England"
2560,ARJO8W91187B9AB734,Mystic Revelation of Rastafari,Not available
2561,ARIUOLE11F4C83C703,Suzy Thompson,California - SF
2562,ARIYZFT1187FB5393E,Mart'nA!lia,Not available
2563,ARVMGEJ1187B98E672,Opiate For The Masses,Not available
2564,ARLWEID1187B98DE3C,Quincy Jones,"Chicago, IL"
2565,AR3NPVS1187FB5108F,Ministry of Sound,"Paris, France"
2566,ARYAYLS1241B9C5ED0,Kamelo Punto Semos,Barcelona
2567,ARI0AB01187B9B7D94,Les Brown,"Reinerton, PA"
2568,ARZYPLF1187FB45B9B,Rooney,"Los Angeles, CA"
2569,ARRIIUT12131B4B784,8Ball & MJG,"Memphis, TN"
2570,AR342K51187B98B571,Timothy Byram-Wigfield,Not available
2571,ARQQCFZ11F4C84217F,Jazz Crusaders,Not available
2572,ARVNGA71187FB3C107,Faith Hill,"Jackson, MS"
2573,ARABS971187B9A8509,France D' Amour,Not available
2574,ARMI8BW1187FB57B2E,Kiss,"New York, NY"
2575,AR4PQ891187FB5CA9F,Dionne Warwick,"East Orange, NJ"
2576,AR557N41187FB3E67F,Swallow The Sun,"JyvA$?skylA$?, Finland"
2577,AR57MOK1187FB3C8C7,Stanley Clarke & George Duke,Not available
2578,ARSTA431187B9A3599,Dennis Brown,"Kingston, Jamaica"
